// Monster Database
//
// Structure of Database :
// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper
// Note: Keep the Sprite_Name field as it is in the game client.

//evento apollo
1092,VAGABOND_WOLF,Líder da Matilha,Líder da Matilha,999,12000000,0,100000,800,1,50000,60000,55,60,1000,250,400,1000,400,400,10,12,1,5,20,0x6203695,200,500,1500,384,10,0,0,0,0,0,0,636,10000,547,10000,548,10000,5002,30,900,300,1312,10000,0,0,0,0,1318,10000,0,0




// ----------------------- Fild Suna -----------------------

// moc_fild12 RANK E
1097,ANT_EGG,Ovo de Formiga,Ovo de Formiga,10,100,0,0,0,1,50,100,0,10,50,30,20,50,50,1,10,12,0,2,20,0x40,200,500,1500,500,0,0,0,0,0,0,0,558,10000,555,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,META_PICKY,Ave do Deserto Bebe,Ave do Deserto Bebe,10,100,0,110,5,1,50,100,0,10,50,30,20,50,50,1,10,12,0,2,20,0x281,200,500,1500,500,0,0,0,0,0,0,0,544,10000,569,10000,1202,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,CONDOR,Condor,Condor,10,100,0,120,5,1,50,100,0,10,50,30,20,50,50,1,10,12,0,2,20,0x281,200,500,1500,500,0,0,0,0,0,0,0,544,10000,545,10000,507,10000,2101,1000,0,0,0,0,0,0,0,0,0,0,0,0
1107,DESERT_WOLF_B,Lobo do Deserto Bebe,Lobo do Deserto Bebe,10,100,0,130,5,1,50,100,0,10,50,30,20,50,50,1,10,12,0,2,20,0x281,200,500,1500,500,0,0,0,0,0,0,0,507,10000,644,3000,547,10000,3028,1000,0,0,0,0,0,0,0,0,0,0,0,0

// moc_fild09 RANK E
2061,E_STAPO,Pedra Viva,Pedra Viva,100,2000,0,2000,10,1,800,1000,10,20,50,30,20,50,50,1,10,12,1,4,20,0x281,200,500,1500,768,0,0,0,0,0,0,0,649,10000,655,10000,3010,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,PECOPECO,Ave do Deserto,Ave do Deserto,130,4000,0,2200,10,1,900,1100,10,20,50,30,20,50,50,1,10,12,1,2,20,0x281,200,500,1500,768,0,0,0,0,0,0,0,551,10000,544,10000,545,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1627,ANOPHELES,Bactéria,Bactéria,160,6000,0,2400,10,1,1000,1200,10,20,50,30,20,50,50,1,10,12,1,4,20,0x281,200,500,1500,768,0,0,0,0,0,0,0,666,10000,3016,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,DUSTINESS,Traça,Traça,160,8000,0,2600,10,1,1100,1300,10,20,50,30,20,50,50,1,10,12,1,4,20,0x281,200,500,1500,768,0,0,0,0,0,0,0,553,10000,618,10000,617,10000,3022,1000,0,0,0,0,0,0,0,0,0,0,0,0
//Mini-Boss
1259,GRYPHON,Grifo,Grifo,200,900000,0,20000,50,1,2000,3000,40,60,800,30,120,800,250,400,10,12,1,2,20,0x6203695,200,500,1500,768,0,0,0,0,0,0,0,648,5000,652,5000,651,10000,5003,30,754,2000,0,0,0,0,0,0,0,0,0,0

// moc_fild05 RANK D
1030,ANACONDAQ,Víbora do Deserto,Víbora do Deserto,200,10000,0,5000,20,1,2000,3000,18,28,250,100,50,200,100,5,10,12,1,4,20,0x281,200,500,1500,864,0,0,0,0,0,0,0,552,10000,556,10000,557,10000,3000,800,0,0,0,0,0,0,0,0,0,0,0,0
1559,G_SCORPION,Escorpião Marrom,Escorpião Marrom,230,12000,0,5200,25,1,3000,4000,18,28,250,100,50,200,100,5,10,12,1,2,20,0x281,200,500,1500,864,0,0,0,0,0,0,0,563,10000,534,10000,623,10000,3005,800,0,0,0,0,0,0,0,0,0,0,0,0
1119,FRILLDORA,Lagarto,Lagarto,250,14000,0,5400,30,1,3500,4500,18,28,250,100,50,200,100,5,10,12,1,4,20,0x281,200,500,1500,432,0,0,0,0,0,0,0,533,10000,590,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,GEOGRAPHER,Planta do Deserto,Planta do Deserto,280,16000,0,5600,35,9,4000,5000,18,28,250,100,50,200,100,5,10,12,1,2,20,0x84,200,500,1500,864,0,0,0,0,0,0,0,604,10000,605,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// moc_fild04 RANK D
1058,METALLER,Grilo,Grilo,310,20000,0,8000,40,1,5000,6000,20,30,250,100,50,200,100,10,10,12,1,4,20,0x281,200,500,1500,864,0,0,0,0,0,0,0,560,10000,555,10000,3023,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369,GRAND_PECO,Grande Ave do Deserto,Grande Ave do Deserto,340,25000,0,8200,45,1,6000,7000,20,30,250,100,50,200,100,10,10,12,1,2,20,0x285,200,500,1500,864,0,0,0,0,0,0,0,659,10000,551,10000,545,10000,3017,800,0,0,0,0,0,0,0,0,0,0,0,0
1127,HODE,Verme Sorrateiro,Verme Sorrateiro,360,30000,0,8400,50,1,6500,7500,20,30,250,100,50,200,100,10,10,12,1,3,20,0x281,200,500,1500,864,0,0,0,0,0,0,0,615,10000,558,10000,3011,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,G_ROWEEN,Hiena,Hiena,380,35000,0,8600,55,1,7000,8000,20,30,250,100,50,200,100,10,10,12,1,2,20,0x285,200,500,1500,864,0,0,0,0,0,0,0,713,10000,547,10000,3029,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//Mini-Boss
1791,G_GALION,Hiena Demoníaca,Hiena Demoníaca,400,2500000,0,90000,90,1,12000,15000,40,60,800,100,210,800,250,400,10,12,1,2,20,0x620108B,200,500,1500,864,0,0,0,0,0,0,0,713,10000,547,10000,5004,30,754,2000,0,0,0,0,0,0,0,0,0,0,0,0

// moc_fild01 RANK C
1692,BREEZE,Furacão,Furacão,400,120000,0,10000,70,1,12000,15000,25,32,300,100,100,300,200,20,10,12,1,3,20,0x285,200,500,1500,500,0,0,0,0,0,0,0,3006,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301,10000,0,0
1106,DESERT_WOLF,Lobo do Deserto,Lobo do Deserto,450,130000,0,12000,74,1,13000,16000,25,32,300,100,100,300,200,20,10,12,1,3,20,0x281,200,500,1500,500,0,0,0,0,0,0,0,644,10000,636,3000,547,10000,3001,600,0,0,0,0,0,0,0,0,1301,10000,0,0
1256,PEST,Parasita,Parasita,500,140000,0,13000,78,1,14000,17000,25,32,300,100,100,300,200,20,10,12,1,9,20,0x281,200,500,1500,500,0,0,0,0,0,0,0,615,10000,517,10000,0,0,0,0,0,0,0,0,0,0,0,0,1301,10000,0,0
1055,MUKA,Cacto,Cacto,550,150000,0,15000,80,1,15000,18000,25,32,300,100,100,300,200,20,10,12,1,4,20,0x285,200,500,1500,500,0,0,0,0,0,0,0,571,10000,558,10000,3030,600,0,0,0,0,0,0,0,0,0,0,1301,10000,0,0

// moc_fild13 RANK B
1715,NOVUS,Dragão do Deserto,Dragão do Deserto,600,300000,0,16000,100,1,20000,25000,30,40,300,150,300,300,250,30,10,12,1,2,20,0x285,200,500,1500,500,0,0,0,0,0,0,0,607,10000,3031,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,SAND_MAN,Areia Movediça,Areia Movediça,680,325000,0,17000,120,1,23000,28000,30,40,300,150,300,300,250,30,10,12,1,1,20,0x285,200,500,1500,500,0,0,0,0,0,0,0,616,10000,647,10000,585,10000,3007,200,0,0,0,0,0,0,0,0,0,0,0,0
1378,DEMON_PUNGUS,Praga,Praga,720,350000,0,18000,140,5,25000,30000,30,40,300,150,300,300,250,30,10,12,1,3,20,0x281,200,500,1500,500,0,0,0,0,0,0,0,666,10000,723,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,DOKEBI,Dokebi,Dokebi,720,350000,0,17000,160,5,25000,30000,30,40,300,150,300,300,250,30,10,12,1,3,20,0x281,200,500,1500,500,0,0,0,0,0,0,0,588,3000,3002,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//Boss
1840,GOLDEN_SAVAGE,Javali dourado,Javali dourado,800,8500000,0,50000,300,1,40000,60000,55,60,1000,300,300,1000,300,300,10,12,1,3,20,0x6283695,200,500,1500,384,10,0,0,0,0,0,0,600,10000,582,3000,5005,30,900,300,1319,10000,0,0,0,0,0,0,0,0,0,0

// moc_fild02 RANK A
1035,HUNTER_FLY,Mosca Caçadora,Mosca Caçadora,800,450000,0,21000,200,1,40000,50000,40,50,300,200,150,300,300,50,10,12,1,6,20,0x285,200,500,1500,384,0,0,0,0,0,0,0,511,10000,555,10000,3032,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,GOLEM,Golem,Golem,875,460000,0,22000,245,1,42000,52000,40,50,300,200,150,300,300,50,10,12,1,2,20,0x281,200,500,1500,384,0,0,0,0,0,0,0,572,10000,655,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1376,HARPY,Harpia,Harpia,950,500000,0,21500,300,1,46000,56000,40,50,300,200,150,300,300,50,10,12,1,2,20,0x285,200,500,1500,384,0,0,0,0,0,0,0,664,3000,665,10000,3008,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//Boss
1159,PHREEONI,Demônio do Deserto,Demônio do Deserto,999,12000000,0,50000,800,3,50000,60000,75,80,1000,300,400,1000,400,300,10,12,1,5,20,0x6283695,200,500,1500,500,10,0,0,0,0,0,0,593,10000,592,10000,900,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// ----------------------- Fild Nevoa -----------------------

// prt_fild03 RANK E
1183,CHONCHON_,Mosca,Mosca,10,100,0,100,5,1,50,100,0,10,50,30,20,50,50,1,10,12,0,2,20,0x281,200,500,1500,500,0,0,0,0,0,0,0,555,10000,511,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,E_COCO,Esquilo,Esquilo,10,100,0,110,5,1,50,100,0,10,50,30,20,50,50,1,10,12,0,2,20,0x281,200,500,1500,500,0,0,0,0,0,0,0,547,10000,543,10000,599,10000,3028,1000,0,0,0,0,0,0,0,0,0,0,0,0
1012,RODA_FROG,Sapo,Sapo,10,100,0,120,5,1,50,100,0,10,50,30,20,50,50,1,10,12,0,2,20,0x281,200,500,1500,500,0,0,0,0,0,0,0,546,10000,538,10000,2101,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,ROCKER,Gafanhoto,Gafanhoto,10,100,0,130,5,1,50,100,0,10,50,30,20,50,50,1,10,12,0,2,20,0x281,200,500,1500,500,0,0,0,0,0,0,0,560,10000,626,100,1202,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// pay_fild11 RANK E
1094,AMBERNITE,Lesma Marinha,Lesma Marinha,100,2000,0,2000,10,1,800,1000,10,20,50,30,20,50,50,1,10,12,1,4,20,0x281,200,500,1500,768,0,0,0,0,0,0,0,566,10000,539,10000,555,10000,3016,1000,0,0,0,0,0,0,0,0,0,0,0,0
1066,VADON,Carangueijo,Carangueijo,130,4000,0,2200,10,1,900,1100,10,20,50,30,20,50,50,1,10,12,1,2,20,0x281,200,500,1500,768,0,0,0,0,0,0,0,578,10000,539,10000,563,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,CORNUTUS,Cornutus,Cornutus,160,6000,0,2400,10,1,1000,1200,10,20,50,30,20,50,50,1,10,12,1,4,20,0x281,200,500,1500,768,0,0,0,0,0,0,0,579,10000,540,10000,563,10000,3022,1000,0,0,0,0,0,0,0,0,0,0,0,0
2081,E_HYDRA,Planta Aquática,Planta Aquática,160,8000,0,2600,10,9,1100,1300,10,20,50,30,20,50,50,1,10,12,1,4,20,0x84,200,500,1500,768,0,0,0,0,0,0,0,580,10000,558,10000,507,10000,3010,1000,0,0,0,0,0,0,0,0,0,0,0,0
//Mini-Boss
1065,STROUF,Strouf,Strouf,200,900000,0,20000,50,1,2000,3000,40,60,800,30,120,800,250,400,10,12,1,2,20,0x6283695,200,500,1500,768,0,0,0,0,0,0,0,570,10000,575,10000,523,5000,5006,30,754,2000,0,0,0,0,0,0,0,0,0,0

// gef_fild12 RANK D
1004,HORNET,Abelha,Abelha,200,10000,0,5000,20,1,2000,3000,18,28,250,100,50,200,100,5,10,12,1,4,20,0x281,200,500,1500,864,0,0,0,0,0,0,0,559,10000,508,10000,509,10000,3000,800,0,0,0,0,0,0,0,0,0,0,0,0
1322,SPRING_RABBIT,Coelho,Coelho,230,12000,0,5200,25,1,3000,4000,18,28,250,100,50,200,100,5,10,12,1,2,20,0x281,200,500,1500,864,0,0,0,0,0,0,0,569,10000,506,10000,3005,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,STAINER,Joaninha,Joaninha,250,14000,0,5400,30,1,3500,4500,18,28,250,100,50,200,100,5,10,12,1,4,20,0x281,200,500,1500,864,0,0,0,0,0,0,0,591,10000,553,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1410,LIVE_PEACH_TREE,Árvore Demônio,Árvore Demônio,280,16000,0,5600,35,1,4000,5000,18,28,250,100,50,200,100,5,10,12,1,2,20,0x281,200,500,1500,864,0,0,0,0,0,0,0,679,10000,513,10000,716,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// mjolnir_07 RANK D
1408,BLOOD_BUTTERFLY,Borboleta Gigante,Borboleta Gigante,310,20000,0,8000,40,1,5000,6000,20,30,250,100,50,200,100,10,10,12,1,4,20,0x281,200,500,1500,864,0,0,0,0,0,0,0,678,10000,681,10000,550,10000,3023,800,0,0,0,0,0,0,0,0,0,0,0,0
1271,ALLIGATOR,Crocodilo,Crocodilo,340,25000,0,8200,45,1,6000,7000,20,30,250,100,45,200,100,10,10,12,1,2,20,0x285,200,500,1500,864,0,0,0,0,0,0,0,722,10000,3017,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1391,GALAPAGO,Galápago,Galápago,360,30000,0,8400,50,1,6500,7500,20,30,250,100,50,200,100,10,10,12,1,3,20,0x281,200,500,1500,864,0,0,0,0,0,0,0,639,0,547,10000,3011,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,TRI_JOINT,Trilobita,Trilobita,380,35000,0,8600,55,1,7000,8000,20,30,250,100,55,200,100,10,10,12,1,2,20,0x285,200,500,1500,864,0,0,0,0,0,0,0,563,10000,650,10000,3029,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
// Mini-Boss
1702,RETRIBUTION,Espírito Assassino,Espírito Assassino,400,2500000,0,90000,90,1,12000,15000,40,60,800,100,210,800,250,400,10,12,1,2,20,0x6203295,200,500,1500,864,0,0,0,0,0,0,0,707,10000,564,5000,526,10000,708,10000,5007,30,0,0,0,0,0,0,0,0,0,0

// mjolnir_06 RANK C
1995,PINGUICULA,Flor Assassina,Flor Assassina,400,120000,0,10000,70,1,12000,15000,25,32,300,100,100,300,200,20,10,12,1,3,20,0x285,200,500,1500,500,0,0,0,0,0,0,0,684,10000,658,10000,689,10000,3001,600,0,0,0,0,0,0,0,0,1303,10000,0,0
1880,WOOD_GOBLIN,Árvore Andarilha,Árvore Andarilha,450,130000,0,12000,74,1,13000,16000,25,32,300,100,100,300,200,20,10,12,1,3,20,0x285,200,500,1500,500,0,0,0,0,0,0,0,692,10000,691,10000,537,10000,510,5000,645,10000,3012,600,0,0,0,0,1303,10000,0,0
1275,DRACO,Dragão Filhote,Dragão Filhote,500,140000,0,13000,78,1,14000,17000,25,32,300,100,100,300,200,20,10,12,1,9,20,0x281,200,500,1500,500,0,0,0,0,0,0,0,631,10000,667,10000,606,10000,608,10000,607,10000,3006,600,0,0,0,0,1303,10000,0,0
1276,Vespa_Gigante,Vespa Gigante,Vespa Gigante,550,150000,0,15000,80,1,15000,18000,25,32,300,100,100,300,200,20,10,12,1,4,20,0x281,200,500,1500,500,0,0,0,0,0,0,0,508,10000,509,10000,563,10000,0,0,0,0,0,0,0,0,0,0,1303,10000,0,0

// mjolnir_04 RANK B
1317,FUR_SEAL,Foca,Foca,600,300000,0,16000,100,1,20000,25000,30,40,300,150,300,300,250,30,10,12,1,2,20,0x285,300,500,1500,384,0,0,0,0,0,0,0,529,10000,650,10000,3007,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,BRADIUM_GOLEM,Golem de Cristal,Golem de Cristal,680,325000,0,17000,120,1,23000,28000,30,40,300,150,300,300,250,30,10,12,1,2,20,0x281,300,500,1500,384,0,0,0,0,0,0,0,655,10000,572,10000,632,5000,634,5000,3013,200,0,0,0,0,0,0,0,0,0,0
1020,MANDRAGORA,Mandrágora,Mandrágora,720,350000,0,16000,140,9,25000,30000,30,40,300,150,300,300,250,30,10,12,1,3,20,0x84,300,500,1500,384,0,0,0,0,0,0,0,519,5000,535,10000,3002,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//Boss
1300,CATERPILLAR,Taturana,Taturana,800,8500000,0,50000,300,1,40000,60000,55,60,1000,300,300,1000,300,300,10,12,1,3,20,0x6283695,300,500,1500,384,10,0,0,0,0,0,0,569,10000,651,10000,585,10000,900,300,0,0,0,0,0,0,0,0,0,0,0,0

// gon_fild01 RANK A
1406,KAPHA,Kappa,Kappa,800,450000,0,21000,200,1,40000,50000,40,50,300,200,150,300,300,50,10,12,1,6,20,0x285,200,500,1500,384,0,0,0,0,0,0,0,669,10000,650,10000,520,3000,0,0,0,0,0,0,0,0,0,0,1306,10000,0,0
1506,DISGUISE,Anolian,Anolian,850,460000,0,22000,245,1,42000,52000,40,50,300,200,150,300,300,50,10,12,1,2,20,0x281,200,500,1500,384,0,0,0,0,0,0,0,0,0,717,3000,533,10000,722,10000,0,0,0,0,0,0,0,0,1306,10000,0,0
1255,NERAID,Nereida,Nereida,900,480000,0,20000,275,1,44000,54000,40,50,300,200,150,300,300,50,10,12,0,5,20,0x285,200,500,1500,384,0,0,0,0,0,0,0,615,10000,650,10000,0,0,0,0,0,0,0,0,0,0,0,0,1306,10000,0,0
1148,MEDUSA,Medusa,Medusa,950,500000,0,22000,300,1,46000,56000,40,50,300,200,150,300,300,50,10,12,1,2,20,0x281,200,500,1500,384,0,0,0,0,0,0,0,612,10000,517,10000,525,10000,589,10000,3026,50,0,0,0,0,0,0,1306,10000,0,0
//Boss
2194,MD_GIANT_OCTOPUS,Polvo Ninja,Polvo Ninja,999,12000000,0,70000,800,3,50000,60000,55,60,1000,300,400,1000,400,300,10,12,1,5,20,0x6283695,200,500,1500,384,10,0,0,523,5000,584,3000,589,10000,580,10000,5012,50,900,300,1305,10000,0,0,0,0,0,0,1306,10000,0,0


// ----------------------- Fild Nuvem -----------------------

// ein_fild02 RANK E
1619,PORCELLIO,Porcellio,Porcellio,10,100,0,100,5,1,50,100,0,10,50,30,20,50,50,1,10,12,0,2,20,0x281,200,1500,680,500,0,0,0,0,0,0,0,699,10000,553,10000,613,10000,705,3000,3028,1000,0,0,0,0,0,0,0,0,0,0
1103,CARAMEL,Porco Espinho,Porco Espinho,10,100,0,110,5,1,50,100,0,10,50,30,20,50,50,1,10,12,0,2,20,0x281,200,1500,680,500,0,0,0,0,0,0,0,547,10000,2101,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,MARTIN,Topeira,Topeira,10,100,0,120,5,1,50,100,0,10,50,30,20,50,50,1,10,12,0,2,20,0x281,200,1500,680,500,0,0,0,0,0,0,0,595,10000,547,10000,596,10000,1202,1000,0,0,0,0,0,0,0,0,0,0,0,0
1128,HORN,Besouro-Chifre,Besouro-Chifre,10,100,0,130,5,1,50,100,0,10,50,30,20,50,50,1,10,12,0,2,20,0x281,200,1500,680,500,0,0,0,0,0,0,0,567,10000,555,10000,563,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// yuno_fild02 RANK E
1516,INCREASE_SOIL,Mi Gao,Mi Gao,100,2000,0,2000,10,1,800,1000,10,20,50,30,20,50,50,1,10,12,1,4,20,0x281,200,1468,468,768,0,0,0,0,0,0,0,693,10000,585,10000,3022,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1614,MINERAL,Mineral,Mineral,130,4000,0,2300,10,1,900,1100,10,20,50,30,20,50,50,1,10,12,1,2,20,0x281,200,1468,468,768,0,0,0,0,0,0,0,703,10000,522,10000,582,100,3016,1000,0,0,0,0,0,0,0,0,0,0,0,0
1372,GOAT,Bode,Bode,160,6000,0,2600,10,1,1100,1300,10,20,50,30,20,50,50,1,10,12,1,4,20,0x281,200,1468,468,768,0,0,0,0,0,0,0,661,10000,662,10000,3010,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
// Mini-Boss
1976,COBALT_MINERAL,Cobalto,Cobalto,200,900000,0,20000,50,1,2000,3000,40,60,800,30,120,800,250,120,10,12,1,2,20,0x2003695,200,1468,468,768,0,0,0,0,0,0,0,703,10000,527,5000,522,10000,582,10000,5008,30,0,0,0,0,0,0,0,0,0,0

// yuno_fild03 RANK D
1413,WILD_GINSENG,Ermitão,Ermitão,200,10000,0,5000,20,5,2000,3000,18,28,250,100,50,200,100,5,10,12,1,4,20,0x281,200,500,1500,864,0,0,0,0,0,0,0,684,10000,604,10000,605,10000,3000,800,0,0,0,0,0,0,0,0,0,0,0,0
1308,DRILLER,Lagarto Negro,Lagarto Negro,230,12000,0,5300,30,1,3000,4000,18,28,250,100,50,200,100,5,10,12,1,2,20,0x281,200,500,1500,864,0,0,0,0,0,0,0,590,10000,533,10000,3005,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,Holden,Furão,Furão,280,16000,0,5600,35,1,4000,5000,18,28,250,100,50,200,100,5,10,12,1,2,20,0x281,200,500,1500,864,0,0,0,0,0,0,0,595,10000,596,10000,547,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// yuno_fild05 RANK D
1507,STING,Aku no Te,Aku no Te,310,20000,0,8000,40,1,5000,6000,20,30,250,100,50,200,100,10,10,12,1,4,20,0x281,200,500,1500,864,0,0,0,0,0,0,0,585,10000,587,10000,3023,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,MYST,Espírito da Nuvem,Espírito da Nuvem,340,25000,0,8200,45,1,6000,7000,20,30,250,100,50,200,100,10,10,12,1,2,20,0x285,200,500,1500,864,0,0,0,0,0,0,0,704,10000,702,10000,633,10000,3017,800,0,0,0,0,0,0,0,0,0,0,0,0
1620,NOXIOUS,Nuvem Tóxica,Nuvem Tóxica,360,30000,0,8400,50,1,6500,7500,20,30,250,100,50,200,100,10,10,12,1,3,20,0x281,200,500,1500,864,0,0,0,0,0,0,0,702,10000,704,10000,723,10000,3011,800,0,0,0,0,0,0,0,0,0,0,0,0
1253,GARGOYLE,Gárgula,Gárgula,380,35000,0,8600,55,1,7000,8000,20,30,250,100,50,200,100,10,10,12,1,2,20,0x285,200,500,1500,864,0,0,0,0,0,0,0,609,10000,541,10000,3029,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//Mini-Boss
1618,UNGOLIANT,Ungoliant,Ungoliant,400,2500000,0,90000,90,1,12000,15000,40,60,800,100,210,800,250,20,10,12,1,2,20,0x2003695,200,1148,1728,864,0,0,0,0,0,0,0,701,10000,592,10000,591,10000,697,3000,705,10000,754,2000,0,0,0,0,0,0,0,0

// yuno_fild08 RANK C
1016,SAPO_VENENOSO,Sapo Venenoso,Sapo Venenoso,400,120000,0,10000,70,1,12000,15000,25,32,300,100,100,300,200,20,10,12,1,3,20,0x285,200,500,1500,500,0,0,0,0,0,0,0,671,10000,670,10000,546,10000,538,10000,3001,600,0,0,0,0,0,0,1302,10000,0,0
1621,VENOMOUS,Nuvem Venenosa,Nuvem Venenosa,450,130000,0,12000,74,1,13000,16000,25,32,300,100,100,300,200,20,10,12,1,3,20,0x281,200,500,1500,500,0,0,0,0,0,0,0,702,10000,666,10000,670,10000,704,10000,3006,600,0,0,0,0,0,0,1302,10000,0,0
1615,OBSIDIAN,Obisidiana,Obisidiana,500,140000,0,13000,78,1,14000,17000,25,32,300,100,100,300,200,20,10,12,1,9,20,0x285,200,500,1500,500,0,0,0,0,0,0,0,700,10000,587,10000,586,10000,3018,600,0,0,0,0,0,0,0,0,1302,10000,0,0
1263,WIND_GHOST,Espírito do Vento,Espírito do Vento,550,150000,0,15000,80,1,15000,18000,25,32,300,100,100,300,200,20,10,12,1,4,20,0x281,200,500,1500,500,0,0,0,0,0,0,0,541,10000,554,10000,726,10000,0,0,0,0,0,0,0,0,0,0,1302,10000,0,0

// ein_fild01 RANK B
1278,STALACTIC_GOLEM,Golem Rochoso,Golem Rochoso,600,300000,0,16000,100,1,20000,25000,30,40,300,150,300,300,250,30,10,12,1,2,20,0x285,200,500,1500,384,0,0,0,0,0,0,0,572,10000,655,10000,3002,200,0,0,0,0,0,0,0,0,0,0,1316,10000,0,0
1149,MINOROUS,Minotauro,Minotauro,680,325000,0,16000,120,1,23000,28000,30,40,300,150,300,300,250,30,10,12,1,2,20,0x281,200,500,1500,384,0,0,0,0,0,0,0,567,10000,561,10000,638,3000,3019,200,0,0,0,0,0,0,0,0,1316,10000,0,0
1412,EVIL_CLOUD_HERMIT,Ermitão da Nuvem,Ermitão da Nuvem,720,350000,0,16000,140,5,25000,30000,30,40,300,150,300,300,250,30,10,12,1,3,20,0x285,200,500,1500,384,0,0,0,0,0,0,0,677,10000,3007,200,0,0,0,0,0,0,0,0,0,0,0,0,1316,10000,0,0
//Boss
1310,MAJORUROS,Líder Minotauro,Líder Minotauro,800,8500000,0,50000,300,1,40000,60000,55,60,1000,300,300,1000,300,300,10,12,1,3,20,0x6283695,200,500,1500,384,10,0,0,0,0,0,0,561,10000,567,10000,638,10000,5009,30,900,300,1311,10000,0,0,0,0,1316,10000,0,0

// yuno_fild11 RANK A
1386,SLEEPER,Monstro de Terra,Monstro de Terra,800,450000,0,21000,200,1,40000,50000,40,50,300,200,150,300,300,50,10,12,1,6,20,0x285,200,500,1500,384,0,0,0,0,0,0,0,668,3000,616,10000,647,10000,585,10000,0,0,0,0,0,0,0,0,0,0,0,0
1199,PUNK,Praga Negra,Praga Negra,850,460000,0,22000,245,1,42000,52000,40,50,300,200,150,300,300,50,10,12,1,2,20,0x285,200,500,1500,384,0,0,0,0,0,0,0,617,10000,723,10000,3014,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,DRAGON_FLY,Libélula,Libélula,900,480000,0,21000,275,1,44000,54000,40,50,300,200,150,300,300,50,10,12,0,5,20,0x281,200,500,1500,384,0,0,0,0,0,0,0,653,10000,621,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,NOVUS_,Dragão da Montanha,Dragão da Montanha,950,500000,0,22000,300,1,46000,56000,40,50,300,200,150,300,300,50,10,12,1,2,20,0x281,200,500,1500,384,0,0,0,0,0,0,0,667,10000,606,10000,607,10000,608,10000,3020,50,0,0,0,0,0,0,0,0,0,0
//Boss
1990,HARDROCK_MOMMOTH,Mamute,Mamute,999,12000000,0,100000,800,2,50000,60000,55,60,1000,250,400,1000,400,300,10,12,1,5,20,0x6283695,200,500,1500,384,10,0,0,0,0,0,0,655,10000,572,10000,632,10000,5011,50,900,300,1315,10000,0,0,0,0,0,0,0,0

// tur_dun01
